,Headline,Timestamp,result,ms_today,ms_tomorrow,normalized_headline
55110,Goodbye 2016! Sensex ends 2% higher for year; Nifty50 up 3%,2016-12-30,True,1,0,goodbye 2016 sensex ends 2 higher for year; nifty50 up 3
55117,"Sensex ends volatile 2016 on robust note, sprints 260 points ",2016-12-30,True,1,0,"sensex ends volatile 2016 on robust note, sprints 260 points "
55118,Goodbye 2016! Sensex ends 2% higher for year; Nifty50 up 3%,2016-12-30,True,1,0,goodbye 2016 sensex ends 2 higher for year; nifty50 up 3
55136,"Market ends 2016 with a bang, Sensex up 2%, Nifty gains 3%",2016-12-30,True,1,0,"market ends 2016 with a bang, sensex up 2, nifty gains 3"
55139,"Dalal Street ends 2016 on a high! Sensex jumps 260 points, Nifty50 at 8,160",2016-12-30,True,1,0,"dalal street ends 2016 on a high sensex jumps 260 points, nifty50 at 8,160"
55141,"Sensex, Nifty rise; end 2016 higher",2016-12-30,True,1,0,"sensex, nifty rise; end 2016 higher"
55181,"Sensex, Nifty flex muscles on 2016 last trading day; ITC up 3%",2016-12-30,True,1,0,"sensex, nifty flex muscles on 2016 last trading day; itc up 3"
55182,"Nifty ends below 8200, Sensex climbs 260 pts; FMCG gains",2016-12-30,True,1,0,"nifty ends below 8200, sensex climbs 260 pts; fmcg gains"
55212,"Sensex, Nifty rise; set to gain in volatile 2016",2016-12-30,True,1,0,"sensex, nifty rise; set to gain in volatile 2016"
55221,"Sensex trades higher on last session of 2016, up 250 points",2016-12-30,True,1,0,"sensex trades higher on last session of 2016, up 250 points"
55245,"Sensex, Nifty continue to rise; banks, FMGC, infra lead",2016-12-30,True,1,0,"sensex, nifty continue to rise; banks, fmgc, infra lead"
55246,Sensex jumps over 200 points on last session of 2016,2016-12-30,True,1,0,sensex jumps over 200 points on last session of 2016
55254,40 stocks beat Sensex for the past 5 years,2016-12-30,True,1,0,40 stocks beat sensex for the past 5 years
55260,Sensex moves up as Jan. F&O series takes off,2016-12-30,True,1,0,sensex moves up as jan. fo series takes off
55261,Sensex moves up as Jan. F&O series takes off,2016-12-30,True,1,0,sensex moves up as jan. fo series takes off
55263,"Sensex zooms over 200 pts, Nifty eyes 8200; Bharti drags",2016-12-30,True,1,0,"sensex zooms over 200 pts, nifty eyes 8200; bharti drags"
55267,Sensex jumps over 200 points on last session of 2016,2016-12-30,True,1,0,sensex jumps over 200 points on last session of 2016
55275,"Live: Sensex opens higher, sugar stocks rise",2016-12-30,True,1,0,"live: sensex opens higher, sugar stocks rise"
55283,Sensex rallies over 100 points on final trading day of year 2016,2016-12-30,True,1,0,sensex rallies over 100 points on final trading day of year 2016
55287,"Sensex opens higher on last session of 2016, Nifty holds above 8,100",2016-12-30,True,1,0,"sensex opens higher on last session of 2016, nifty holds above 8,100"
55291,"Nifty reclaims 8150, Sensex climbs over 150 pts; ITC, ICICI gain",2016-12-30,True,1,0,"nifty reclaims 8150, sensex climbs over 150 pts; itc, icici gain"
55442,"Sensex hits 2-week high; Nifty tops 8,100 on F&O expiry",2016-12-29,True,0,1,"sensex hits 2-week high; nifty tops 8,100 on fo expiry"
55457,"Sensex hits 2-week high; Nifty tops 8,100 on F&O expiry",2016-12-29,True,0,1,"sensex hits 2-week high; nifty tops 8,100 on fo expiry"
55464,"Sensex hits 2-week high; Nifty tops 8,100 on F&O expiry",2016-12-29,True,0,1,"sensex hits 2-week high; nifty tops 8,100 on fo expiry"
55483,Sensex hits more than 1-week closing high,2016-12-29,True,0,1,sensex hits more than 1-week closing high
55485,"Nifty ends Dec FO series at 8104, Sensex firm; metals, autos up",2016-12-29,True,0,1,"nifty ends dec fo series at 8104, sensex firm; metals, autos up"
55489,"Sensex rallies 155 points on F&O expiry; Nifty50 above 8,100; Maruti, HDFC climb 2% each",2016-12-29,True,0,1,"sensex rallies 155 points on fo expiry; nifty50 above 8,100; maruti, hdfc climb 2 each"
55501,"Nifty settles Dec F&O expiry above 8,100, Sensex gains 155 points",2016-12-29,True,0,1,"nifty settles dec fo expiry above 8,100, sensex gains 155 points"
55516,"Sensex gains over 150 points, Nifty hits 8,100 ahead of F&O expiry",2016-12-29,True,0,1,"sensex gains over 150 points, nifty hits 8,100 ahead of fo expiry"
55536,"Sensex, Nifty at day's high ahead of F&O expiry",2016-12-29,True,0,1,"sensex, nifty at day's high ahead of fo expiry"
55537,"Nifty eyes 8100, Sensex gains; auto, IT, metal stocks support",2016-12-29,True,0,1,"nifty eyes 8100, sensex gains; auto, it, metal stocks support"
55538,"Nifty eyes 8100, Sensex gains; auto, IT, metal stocks support",2016-12-29,True,0,1,"nifty eyes 8100, sensex gains; auto, it, metal stocks support"
55539,"Sensex climbs over 150 pts, Nifty reclaims 8100; auto rallies",2016-12-29,True,0,1,"sensex climbs over 150 pts, nifty reclaims 8100; auto rallies"
55540,"Sensex, Nifty end higher amid volatile trade; auto, metals rally",2016-12-29,True,0,1,"sensex, nifty end higher amid volatile trade; auto, metals rally"
55548,"Sensex, Nifty tepid; LT, Sun Pharma, Dr Reddy's laggards",2016-12-29,True,0,1,"sensex, nifty tepid; lt, sun pharma, dr reddy's laggards"
55552,Sensex trades flat ahead of F&O expiry; market breadth strong,2016-12-29,True,0,1,sensex trades flat ahead of fo expiry; market breadth strong
55558,"Sensex, Nifty mildly in green; IT, metal, oil stocks gainers",2016-12-29,True,0,1,"sensex, nifty mildly in green; it, metal, oil stocks gainers"
55579,Sensex little changed in thin trade ahead of F&O expiry,2016-12-29,True,0,1,sensex little changed in thin trade ahead of fo expiry
55581,"Sensex, Nifty mildly in green; IT, metal, oil stocks gainers",2016-12-29,True,0,1,"sensex, nifty mildly in green; it, metal, oil stocks gainers"
55608,"Sensex flat, Nifty above 8,050; midcap, smallcap outperform",2016-12-29,True,0,1,"sensex flat, nifty above 8,050; midcap, smallcap outperform"
55625,Sensex recovers on F&O expiry,2016-12-29,True,0,1,sensex recovers on fo expiry
55640,"Live: Sensex up in early trade, IFCI shares rise 10% ",2016-12-29,True,0,1,"live: sensex up in early trade, ifci shares rise 10 "
55647,"Sensex flat, Nifty above 8,050; IT stocks gain",2016-12-29,True,0,1,"sensex flat, nifty above 8,050; it stocks gain"
55650,"Sensex picks up momentum; Nifty50 trades around 8,050 level",2016-12-29,True,0,1,"sensex picks up momentum; nifty50 trades around 8,050 level"
55653,"Sensex, Nifty open flat on FO expiry day; Bharti,  HDFC drag",2016-12-29,True,0,1,"sensex, nifty open flat on fo expiry day; bharti,  hdfc drag"
55682,"Sensex, Nifty may stay volatile on FO expiry; autos in focus",2016-12-29,True,0,1,"sensex, nifty may stay volatile on fo expiry; autos in focus"
55742,Mid-caps advance as Sensex gives up gain,2016-12-29,True,0,1,mid-caps advance as sensex gives up gain
55814,"Mapping the market: Smallcaps outperformed Sensex, Nifty Bank plunged",2016-12-28,True,0,0,"mapping the market: smallcaps outperformed sensex, nifty bank plunged"
55815," Sensex ends with loss on late selling, ahead of F&O expiry ",2016-12-28,True,0,0," sensex ends with loss on late selling, ahead of fo expiry "
55834,"Nifty ends below 8050 ahead of FO expiry, Sensex flat",2016-12-28,True,0,0,"nifty ends below 8050 ahead of fo expiry, sensex flat"
55836,Sensex sheds gains to close flat on profit-taking,2016-12-28,True,0,0,sensex sheds gains to close flat on profit-taking
55837,"Sensex, Nifty end flat ahead of F&O expiry; Bharat Financial surges over 10%",2016-12-28,True,0,0,"sensex, nifty end flat ahead of fo expiry; bharat financial surges over 10"
55848,"Sensex ends in red, Nifty holds above 8,000; midcaps, smallcaps outperform",2016-12-28,True,0,0,"sensex ends in red, nifty holds above 8,000; midcaps, smallcaps outperform"
55869,"Nifty reclaims 8100, Sensex surges over 150 pts; midcaps rise",2016-12-28,True,0,0,"nifty reclaims 8100, sensex surges over 150 pts; midcaps rise"
55871,"Nifty reclaims 8100, Sensex surges over 150 pts; midcaps rise",2016-12-28,True,0,0,"nifty reclaims 8100, sensex surges over 150 pts; midcaps rise"
55872,"Nifty below 8050, Sensex in red; Tata Steel, Reliance drag",2016-12-28,True,0,0,"nifty below 8050, sensex in red; tata steel, reliance drag"
55873,"Sensex, Nifty end flat; Coal India, Wipro, Lupin gainers",2016-12-28,True,0,0,"sensex, nifty end flat; coal india, wipro, lupin gainers"
55875,"Sensex, Nifty steady; banks, pharma, FMCG, IT stocks rally",2016-12-28,True,0,0,"sensex, nifty steady; banks, pharma, fmcg, it stocks rally"
55903,"Sensex gains, Nifty nears 8,100; broader markets outperfrom",2016-12-28,True,0,0,"sensex gains, nifty nears 8,100; broader markets outperfrom"
55911,Sensex rises for a second session; Bharti Infratel surges,2016-12-28,True,0,0,sensex rises for a second session; bharti infratel surges
55913,"Nifty still below 8100, Sensex firm; Axis Bank, Coal India up 2%",2016-12-28,True,0,0,"nifty still below 8100, sensex firm; axis bank, coal india up 2"
55927,"Sensex gains 100 points, Nifty above 8,050 ahead of F&O expiry",2016-12-28,True,0,0,"sensex gains 100 points, nifty above 8,050 ahead of fo expiry"
55932,"Sensex, Nifty continue to rise ahead of expiry; Tata Steel falls",2016-12-28,True,0,0,"sensex, nifty continue to rise ahead of expiry; tata steel falls"
55934,"Sensex, Nifty continue to rise ahead of expiry; Tata Steel falls",2016-12-28,True,0,0,"sensex, nifty continue to rise ahead of expiry; tata steel falls"
55947,"Santa rally on D-St; Nifty nears 8100, Sensex up over 100 pts",2016-12-28,True,0,0,"santa rally on d-st; nifty nears 8100, sensex up over 100 pts"
55948,"Sensex gains 100 points, Nifty above 8,050 ahead of F&O expiry",2016-12-28,True,0,0,"sensex gains 100 points, nifty above 8,050 ahead of fo expiry"
55953,"Santa rally on D-St; Nifty nears 8100, Sensex up over 100 pts",2016-12-28,True,0,0,"santa rally on d-st; nifty nears 8100, sensex up over 100 pts"
55959,"Live: Sensex up, Bharat Financial Inclusion shares rise 4%",2016-12-28,True,0,0,"live: sensex up, bharat financial inclusion shares rise 4"
55968,"Sensex starts on a firm note; Nifty50 reclaims 8,050",2016-12-28,True,0,0,"sensex starts on a firm note; nifty50 reclaims 8,050"
55970,"Sensex opens higher, Nifty above 8,050 ahead of F&O expiry",2016-12-28,True,0,0,"sensex opens higher, nifty above 8,050 ahead of fo expiry"
55971,"Nifty hits 8050, Sensex opens firm; Infosys, Maruti gainers",2016-12-28,True,0,0,"nifty hits 8050, sensex opens firm; infosys, maruti gainers"
55973,"Nifty hits 8050, Sensex opens firm; Infosys, Maruti gainers",2016-12-28,True,0,0,"nifty hits 8050, sensex opens firm; infosys, maruti gainers"
56128,"Sensex posts biggest single-day gain in 3 weeks, gold cheers",2016-12-27,True,1,0,"sensex posts biggest single-day gain in 3 weeks, gold cheers"
56132,"Sensex posts biggest single-day gain in 3 weeks, gold cheers",2016-12-27,True,1,0,"sensex posts biggest single-day gain in 3 weeks, gold cheers"
56167,"Nifty bounces back from 7-month low, Sensex surges 406 points",2016-12-27,True,1,0,"nifty bounces back from 7-month low, sensex surges 406 points"
56171,"Bulls back on D-St; Sensex zooms 406 pts, Nifty ends above 8000",2016-12-27,True,1,0,"bulls back on d-st; sensex zooms 406 pts, nifty ends above 8000"
56200,"Nifty nears 8000, Sensex extends gains; cigarette stocks rally",2016-12-27,True,1,0,"nifty nears 8000, sensex extends gains; cigarette stocks rally"
56213,"Nifty claws back 8000, Sensex up 1%; cigarette stocks rally",2016-12-27,True,1,0,"nifty claws back 8000, sensex up 1; cigarette stocks rally"
56214,"Nifty Bank snaps 3-day losing streak, Sensex gains 406 pts",2016-12-27,True,1,0,"nifty bank snaps 3-day losing streak, sensex gains 406 pts"
56216,"Sensex, Nifty continue to rise; ITC up 3%, Lupin  Cipla gainers",2016-12-27,True,1,0,"sensex, nifty continue to rise; itc up 3, lupin  cipla gainers"
56218,"Don't get swayed by spike in Sensex, FIIs are bracing for more pain ahead",2016-12-27,True,1,0,"don't get swayed by spike in sensex, fiis are bracing for more pain ahead"
56225,"Sensex, Nifty trade higher; midcaps, smallcaps outperform",2016-12-27,True,1,0,"sensex, nifty trade higher; midcaps, smallcaps outperform"
56232,"Sensex, Nifty rise; IT, pharma stocks boost",2016-12-27,True,1,0,"sensex, nifty rise; it, pharma stocks boost"
56236,"Sensex, Nifty continue to rise; ITC up 3%, Lupin  Cipla gainers",2016-12-27,True,1,0,"sensex, nifty continue to rise; itc up 3, lupin  cipla gainers"
56240,"Sensex, Nifty rise; IT, pharma stocks boost",2016-12-27,True,1,0,"sensex, nifty rise; it, pharma stocks boost"
56247,Sensex can hit 29K in 2017 and these 5 stocks could turn multibaggers,2016-12-27,True,1,0,sensex can hit 29k in 2017 and these 5 stocks could turn multibaggers
56255,"Sensex, Nifty still in green; FMCG, Oil  Gas indices rally",2016-12-27,True,1,0,"sensex, nifty still in green; fmcg, oil  gas indices rally"
56271,Sensex gains 100 points after Jaitley advocates lower taxes,2016-12-27,True,1,0,sensex gains 100 points after jaitley advocates lower taxes
56282,"Sensex up over 100 pts, Nifty reclaims 7950; IT  pharma lead",2016-12-27,True,1,0,"sensex up over 100 pts, nifty reclaims 7950; it  pharma lead"
56288,"Sensex up over 100 pts, Nifty reclaims 7950; IT  pharma lead",2016-12-27,True,1,0,"sensex up over 100 pts, nifty reclaims 7950; it  pharma lead"
56296,Sensex recovers 81 points on value buying in opening trade ,2016-12-27,True,1,0,sensex recovers 81 points on value buying in opening trade 
56303,Sensex gains 100 points after Jaitley advocates lower taxes,2016-12-27,True,1,0,sensex gains 100 points after jaitley advocates lower taxes
56311,"Nifty eyes 7950, Sensex steady; Bharti, Hero, Maruti laggards",2016-12-27,True,1,0,"nifty eyes 7950, sensex steady; bharti, hero, maruti laggards"
56317,"Live: Sensex, Nifty edge up in opening trade",2016-12-27,True,1,0,"live: sensex, nifty edge up in opening trade"
56332,"Sensex pares gains after nearly 100-point rally; Nifty50 holds 7,900 level",2016-12-27,True,1,0,"sensex pares gains after nearly 100-point rally; nifty50 holds 7,900 level"
56338,"Nifty opens above 7900, Sensex firm; Tata Steel, ITC, Cipla up",2016-12-27,True,1,0,"nifty opens above 7900, sensex firm; tata steel, itc, cipla up"
56364,"Sensex, Nifty may be mildly in green; PSU banks in focus",2016-12-27,True,1,0,"sensex, nifty may be mildly in green; psu banks in focus"
56467,"Nifty slumps to 7-month low, Sensex tanks 234 points ",2016-12-26,True,0,1,"nifty slumps to 7-month low, sensex tanks 234 points "
56483,Tax woes spook market; Sensex  Nifty erase 2016 gains,2016-12-26,True,0,1,tax woes spook market; sensex  nifty erase 2016 gains
56484,Sensex tanks 234 points to hit 4-week low; all but 6 Nifty stocks end in the green,2016-12-26,True,0,1,sensex tanks 234 points to hit 4-week low; all but 6 nifty stocks end in the green
56516,"Sensex sinks 234 pts, Nifty at 7-mth closing low; Midcap down 2%",2016-12-26,True,0,1,"sensex sinks 234 pts, nifty at 7-mth closing low; midcap down 2"
56529,"Sensex, Nifty volatile; Tata Motors, Tata Steel laggards",2016-12-26,True,0,1,"sensex, nifty volatile; tata motors, tata steel laggards"
56552,"Nifty breaks 7900, Sensex down 250 pts; Cipla, Hindalco down 5%",2016-12-26,True,0,1,"nifty breaks 7900, sensex down 250 pts; cipla, hindalco down 5"
56561,"Sensex, Nifty sink 1%; Cipla, Hindalco, Aurobindo top losers",2016-12-26,True,0,1,"sensex, nifty sink 1; cipla, hindalco, aurobindo top losers"
56575,"Sensex, Nifty still under pressure; HUL, Reliance gainers",2016-12-26,True,0,1,"sensex, nifty still under pressure; hul, reliance gainers"
56579,"Sensex, Nifty still under pressure; HUL, Reliance gainers",2016-12-26,True,0,1,"sensex, nifty still under pressure; hul, reliance gainers"
56592,Sensex slips below Brexit day low; top four factors weighing on index,2016-12-26,True,0,1,sensex slips below brexit day low; top four factors weighing on index
56600,Sensex falls on profit booking in opening trade,2016-12-26,True,0,1,sensex falls on profit booking in opening trade
56608,"Live: Sensex falls over 220 points, Divi’s lab shares down 8%",2016-12-26,True,0,1,"live: sensex falls over 220 points, divis lab shares down 8"
56615,"Sensex slips over 100 points; Nifty50 tests 7,950 level",2016-12-26,True,0,1,"sensex slips over 100 points; nifty50 tests 7,950 level"
56619,"Nifty breaks 7950, Sensex weak; Axis, SBI, Cipla losers",2016-12-26,True,0,1,"nifty breaks 7950, sensex weak; axis, sbi, cipla losers"
